STATION_NUMBER	STATION_NAME	PROV_TERR_STATE_LOC	HYD_STATUS
02LD007	SIMON (LAC)	QC	Discontinued
02LD008	BARRIERE (LAC) AU BARRAGE	QC	Discontinued
02LD011	SCRYER (LAC)	QC	Discontinued
02LD012	CHAPLEAU (LAC) AU BARRAGE CHAPLEAU ? LA MINERVE	QC	Active
02LE001	LIEVRE (RIVIERE DU) A MONT-LAURIER	QC	Discontinued
02LE003	LIEVRE (RIVIERE DU) A FERME ROUGE	QC	Discontinued
02LE006	KIAMIKA (RIVIERE) PRES DE LA RIVIERE DU LIEVRE	QC	Discontinued
02LE008	MITCHINAMECUS (RIVIERE) AU BARRAGE MITCHINAMECUS	QC	Discontinued
02LE011	LIEVRE (RIVIERE DU) EN AVAL DE LA RIVIERE KIAMIKA	QC	Discontinued
02LE013	MITCHINAMECUS (RIVIERE) ? LA T?TE DE LA CHUTE RASCAS	QC	Active
02LE014	MITCHINAMECUS (RIVIERE) AU RESERVOIR MITCHINAMECUS	QC	Active
02LE015	MITCHINAMECUS ET RUISSEAU RASCAS AUX SORTIES DU RESERVOIR MITCHINAMECU	QC	Discontinued
02LE016	RASCAS (RUISSEAU) AU RESERVOIR MITCHINAMECUS	QC	Discontinued
02LE017	KIAMIKA (RIVIERE) AU BARRAGE KIAMIKA	QC	Active
02LE018	KIAMIKA (RIVIERE) EN AVAL DU BARRAGE KIAMIKA	QC	Discontinued
02LE019	ECORCES (LAC DES) ? MONT-LAURIER	QC	Active
02LE020	ILES (LAC DES)	QC	Discontinued
02LE021	LAC DES ILES (RIVIERE DU) AU LAC DES ILES	QC	Discontinued
02LE022	ILES (LAC DES)	QC	Discontinued
02LE023	ILES (LAC DES) AU PONT	QC	Discontinued
02LE024	"LIEVRE (RIVIERE DU) ? 2,2 KM EN AMONT DU PONT-ROUTE 311 ? LAC-SAINT-PAUL"	QC	Active
02LE025	KIAMIKA (RIVIERE) A CHUTE-SAINT-PHILIPPE	QC	Active
02LF001	LIEVRE (RIVIERE DU)	QC	Discontinued
02LF002	LIEVRE (RIVIERE DU) AU LAC DU POISSON BLANC	QC	Active
02LF003	LIEVRE (RIVIERE DU) AU BARRAGE DE MASSON	QC	Discontinued
02LF004	LIEVRE (RIVIERE DU)	QC	Discontinued
02LF016	LIEVRE (RIVIERE DU) EN AVAL DE LA CENTRALE DE BUCKINGHAM	QC	Discontinued
02LG002	GENS DE TERRE (RIVIERE) AU BARRAGE CABONGA	QC	Discontinued
02LG003	GENS DE TERRE (RIVIERE) AU RESERVOIR CABONGA	QC	Discontinued
02LG005	GATINEAU (RIVIERE) AUX RAPIDES CEIZUR	QC	Active
02LG006	GATINEAU (RIVIERE) EN AVAL DU BARRAGE MERCIER	QC	Discontinued
02LG007	GATINEAU (RIVIERE) AU RESERVOIR BASKATONG	QC	Discontinued
02LH001	GATINEAU (RIVIERE) A MANIWAKI	QC	Discontinued
02LH002	DESERT (RIVIERE) EN AMONT DE LA RIVIERE DE L'AIGLE	QC	Discontinued
02LH003	KAZABAZUA (RIVIERE) PRES DE KAZABAZUA	QC	Discontinued
02LH004	PICANOC (RIVIERE) PRES DE WRIGHT	QC	Discontinued
02LH006	GATINEAU (RIVIERE) A ALCOVE	QC	Discontinued
02LH007	GATINEAU (RIVIERE) A BOUCHETTE	QC	Discontinued
02LH008	GATINEAU (RIVIERE) EN AMONT DES RAPIDES TETE DES SIX	QC	Discontinued
02LH009	GATINEAU (RIVIERE) A LA CENTRALE DE PAUGAN-FALLS	QC	Discontinued
02LH011	LAPECHE (RIVIERE) A SAINT-LOUIS-DE-MASHAM	QC	Discontinued
02LH012	MEACH (RUISSEAU) SUR LE CHEMIN DES PINS	QC	Discontinued
02LH013	MEACH (RUISSEAU) EN AVAL DU LAC CARMAN	QC	Discontinued
02LH019	TRENTE ET UN MILLES (LAC DES) A PONT-COMFORT	QC	Discontinued
02LH029	TRENTE ET UN MILLES (LAC DES) AU BARRAGE	QC	Active
02LH030	GATINEAU (RIVIERE) A LA CENTRALE DES RAPIDES FARMERS	QC	Discontinued
02LH032	PICANOC (RIVI?RE) SUR LE CHEMIN DU CAYAMAN ? GRACEFIELD	QC	Active
02LH033	DêSERT (RIVI?RE) SUR LE CHEMIN LYTTON EN AMONT DE LA CHUTE ROUGE	QC	Active
02MA001	LYNDHURST CREEK AT LYNDHURST	ON	Active
02MA002	CATARAQUI RIVER AT CHAFFEYS LOCKS	ON	Discontinued
02MA004	SAND LAKE AT JONES FALLS	ON	Discontinued
02MA005	CRANBERRY LAKE AT BRASS POINT BRIDGE	ON	Discontinued
02MA006	COLONEL BY LAKE AT KINGSTON MILLS	ON	Discontinued
02MA008	OPINICON LAKE AT DAVIS LOCKS	ON	Discontinued
02MB003	ST. LAWRENCE RIVER AT BROCKVILLE	ON	Discontinued
02MB005	ST. LAWRENCE RIVER AT IROQUOIS	ON	Discontinued
02MB006	LYN CREEK NEAR LYN	ON	Active
02MB007	ST. LAWRENCE RIVER AT BROCKVILLE	ON	Active
02MB008	ST. LAWRENCE RIVER AT IROQUOIS ISLAND (ABOVE)	ON	Active
02MB009	ST. LAWRENCE RIVER AT IROQUOIS ISLAND (BELOW)	ON	Discontinued
02MB010	BUELLS CREEK AT BROCKVILLE	ON	Active
02MC001	RAISIN RIVER NEAR WILLIAMSTOWN	ON	Active
02MC002	ST. LAWRENCE RIVER AT CORNWALL	ON	Discontinued
02MC005	SAINT-LAURENT (FLEUVE) A POINTE-DES-CASCADES	QC	Active
02MC007	SAINT-LOUIS (RIVIERE) PRES DE SAINT-LOUIS-DE-GONZAGUE	QC	Discontinued
02MC010	SAINT-LAURENT (FLEUVE) - CENTRALE DE BEAUHARNOIS	QC	Discontinued
02MC016	SAINT-LAURENT (FLEUVE) A COTEAU-LANDING	QC	Discontinued
02MC017	SAINT-LAURENT (FLEUVE) A COTEAU-DU-LAC	QC	Discontinued
02MC018	SAINT-LAURENT (FLEUVE) - CENTRALE DES CEDRES	QC	Discontinued
02MC019	SAINT-LAURENT (FLEUVE) EN AMONT DE L'ECLUSE A BEAUHARNOIS	QC	Discontinued
02MC020	SAINT-LAURENT (FLEUVE) EN AVAL DE L'ECLUSE A BEAUHARNOIS	QC	Discontinued
02MC021	SAINT-LAURENT (FLEUVE) - BARRAGES COTEAUX	QC	Discontinued
02MC022	ST. LAWRENCE RIVER BELOW CORNWALL CANAL	ON	Active
02MC024	SAINT-LAURENT (FLEUVE)(CHENAL BEAUHARNOIS) LAC SAINT FRANCOIS	QC	Discontinued
02MC025	SAINT-LAURENT (FLEUVE)(CHENAL BEAUHARNOIS) - LES CHENAUX	QC	Discontinued
02MC026	RIVIERE BEAUDETTE NEAR GLEN NEVIS	ON	Active
02MC027	RAISIN RIVER AT BLACK RIVER	ON	Active
02MC028	RIVIERE DELISLE NEAR ALEXANDRIA	ON	Active
02MC029	SAINT-LAURENT (FLEUVE) AU BARRAGE DE L'ILE	QC	Discontinued
02MC030	SOUTH RAISIN RIVER NEAR CORNWALL	ON	Active
02MC036	RIVIERE DELISLE NEAR GLEN NORMAN	ON	Active
02MC037	GARRY RIVER NEAR ALEXANDRIA	ON	Active
02NA001	SAINT-MAURICE (RIVIERE) EN AVAL DU BARRAGE GOUIN	QC	Discontinued
02NA003	SAINT-MAURICE (RIVIERE) AU RESERVOIR GOUIN	QC	Discontinued
02NB001	MANOUANE (RIVIERE) AU RESERVOIR CHATEAUVERT	QC	Discontinued
02NB002	MANOUANE (RIVIERE) EN AVAL DU BARRAGE MANOUANE	QC	Discontinued
02NB003	MANOUANE (RIVIERE) AU RESERVOIR KEMPT	QC	Discontinued
02NB005	MONDONAC (RIVIERE) AU RESEVOIR MONDONAC	QC	Discontinued
02NB006	MANOUANE (RIVIERE) AU RESERVOIR MANOUANE	QC	Discontinued
02NC001	SAINT-MAURICE (RIVIERE) PRES DE SANMAUR	QC	Discontinued
02NC002	SAINT-MAURICE (RIVIERE) A LA CENTRALE DU RAPIDE BLANC	QC	Discontinued
02NC003	SAINT-MAURICE (RIVIERE) A LA CENTRALE TRENCHE	QC	Discontinued
02ND001	VERMILLON (RIVIERE) PRES DE LA RIVIERE SAINT-MAURICE	QC	Discontinued
02ND002	VERMILLON (RIVIERE) A VERMILLON	QC	Discontinued
02ND003	VERMILLON (RIVIERE) EN AVAL DE LA RIVIERE DES PRAIRIES	QC	Active
02NE001	SAINT-MAURICE (RIVIERE) A FITZPATRICK	QC	Discontinued
02NE002	SAINT-MAURICE (RIVIERE) A LA CENTRALE DE LA TUQUE	QC	Discontinued
02NE003	SAINT-MAURICE (RIVIERE) EN AVAL DE LA RIVIERE VERMILLON	QC	Discontinued
02NE007	CROCHE (RIVIERE) A LA CROCHE	QC	Discontinued
02NE009	CINCONSINE (RUISSEAU) AU RESERVOIR CINCONSINE	QC	Discontinued
02NE011	"CROCHE (RIVIERE) ? 2,6 KM EN AVAL DU RUISSEAU CHANGY"	QC	Active
02NF001	MATAWIN (RIVIERE) PRES DE LA RIVIERE SAINT-MAURICE	QC	Discontinued
02NF002	MATAWIN (RIVIERE) AU RESERVOIR MATAWIN	QC	Discontinued
02NF003	MATAWIN (RIVIERE) A SAINT-MICHEL-DES-SAINTS	QC	Active
02NF004	MATAWIN (RIVIERE) EN AMONT DE LA ROUTE NO. 131	QC	Discontinued
02NF005	MATAWIN (RIVIERE) EN AVAL DU BARRAGE MATAWIN	QC	Discontinued
02NG001	SAINT-MAURICE (RIVIERE) A LA CENTRALE DE GRANDE-MERE	QC	Discontinued
02NG002	MEKINAK (RIVIERE) PRES DE LA RIVIERE SAINT-MAURICE	QC	Discontinued
02NG004	SAINT-MAURICE (RIVIERE) EN AVAL DE LA RIVIERE MATAWIN	QC	Discontinued
02NG005	SAINT-MAURICE (RIVIERE) A LA CENTRALE DE LA GABELLE	QC	Discontinued
02NG006	SAINT-MAURICE (RIVIERE) A LA CENTRALE DE SHAWINIGAN	QC	Discontinued
02NG009	SHAWINIGAN (RIVIERE) PRES DE LA RIVIERE SAINT-MAURICE	QC	Discontinued
02NG012	MEKINAC (RIVIERE) EN AVAL DE SAINT-JOSEPH-DE-MEKINAC	QC	Discontinued
02NG014	SOURIS (LAC DES)	QC	Discontinued
02NG017	PILES (LAC DES)	QC	Discontinued
02NG019	PILES (LAC DES) ? 50 M?TRES EN AMONT DU BARRAGE	QC	Active
02OA001	CHATEAUGUAY (RIVIERE) EN AVAL DE LA ROUTE NO. 205	QC	Discontinued
02OA002	PRAIRIES (RIVIERE DES) A CARTIERVILLE	QC	Discontinued
02OA003	MILLE ILES (RIVIERE DES) A BOIS-DES-FILION	QC	Active
02OA004	PRAIRIES (RIVIERE DES) AU RAPIDE DU CHEVAL BLANC	QC	Active
02OA006	PRAIRIES (RIVIERE DES) A AHUNTSIC	QC	Discontinued
02OA012	CHATEAUGUAY (RIVIERE) A CHATEAUGUAY-CENTRE	QC	Discontinued
02OA013	OUTAOUAIS (RIVIERE DES) A SAINTE-ANNE-DE-BELLEVUE	QC	Active
02OA015	MILLE ILES (RIVIERE DES) A LAVAL OUEST	QC	Discontinued
02OA016	SAINT-LAURENT (FLEUVE) A LASALLE	QC	Active
02OA017	SAINT-LAURENT (FLEUVE) AU PONT MERCIER	QC	Discontinued
02OA018	PRAIRIES (RIVIERE DES) AUX RAPIDES DU CHEVAL BLANC	QC	Discontinued
02OA019	PRAIRIES (RIVIERE DES) A ROXBORO	QC	Discontinued
02OA020	PRAIRIES (RIVIERE DES) A DUVERNAY EST	QC	Discontinued
02OA021	DEUX MONTAGNES (LAC DES) AU QUAI DE VAUDREUIL	QC	Discontinued
02OA025	BELLE RIVIERE (RIVIERE) A SAINTE-SCHOLASTIQUE	QC	Discontinued
02OA026	BELLE RIVIERE (RIVIERE) AU BARRAGE PRES DE SAINTE-SCHOLASTIQUE	QC	Discontinued
02OA028	CHENE (RIVIERE DU) AU SUD DU VILLAGE DE BELLE-RIVIERE	QC	Discontinued
02OA030	MASCOUCHE (RIVIERE) PRES DE SAINT-JANVIER	QC	Discontinued
02OA031	CHICOT (RIVIERE DU) PRES DE SAINTE-MONIQUE	QC	Discontinued
02OA032	CHIENS (RIVIERE AUX) PRES DE BOISBRIAND	QC	Discontinued
02OA033	OUTAOUAIS (RIVIERE DES) A LA MARINA DE SAINTE-ANNE-DE-BELLEVUE	QC	Active
02OA034	CHATEAUGUAY (RIVIERE) A SAINTE-MARTINE	QC	Discontinued
02OA035	MILLE ILES (RIVIERE DES) EN AVAL DU LAC DES DEUX MONTAGNES	QC	Discontinued
02OA036	PRAIRIES (RIVIERE DES) A CARTIERVILLE	QC	Discontinued
02OA038	PRAIRIES (RIVIERE DES) A PONT VIAU	QC	Discontinued
02OA039	SAINT-LOUIS (LAC) A POINTE-CLAIRE	QC	Active
02OA040	SAINT-LAURENT (FLEUVE) A LACHINE	QC	Discontinued
02OA041	SAINT-LAURENT (FLEUVE) A LA PRAIRIE	QC	Active
02OA043	SAINT-LAURENT (FLEUVE) EN AMONT DE L'ECLUSE A COTE-SAINTE-CATHERINE	QC	Discontinued
02OA044	SAINT-LAURENT (FLEUVE) EN AMONT DE L'ECLUSE A SAINT-LAMBERT	QC	Discontinued
02OA045	SAINT-LAURENT (FLEUVE) EN AVAL DE L'ECLUSE A SAINT-LAMBERT	QC	Discontinued
02OA046	SAINT-LAURENT (FLEUVE) A MONTREAL (JETEE NO. 1)	QC	Discontinued
02OA047	SAINT-LAURENT (FLEUVE) AU QUAI DE LA RUE FRONTENAC (MONTREAL)	QC	Discontinued
02OA048	SAINT-LAURENT (FLEUVE) A LONGUE-POINTE	QC	Discontinued
02OA049	SAINT-LAURENT (FLEUVE) A POINTE-AUX-TREMBLES	QC	Discontinued
02OA050	SAINT-LAURENT (FLEUVE) A VARENNES	QC	Discontinued
02OA054	CHATEAUGUAY (RIVIERE) ? 2 KM EN AMONT DU PONT-ROUTE 132	QC	Active
02OA055	NORTON (RUISSEAU) EN AVAL DU BARRAGE DE SAINTE-CLOTHILDE	QC	Discontinued
02OA056	NORTON (RUISSEAU) PRES DU BARRAGE DE SAINTE-CLOTHILDE	QC	Discontinued
02OA057	"ANGLAIS (RIVIERE DES) ? 1,1 KM EN AVAL DU PONT-ROUTE ? TR?S-SAINT-SACREMENT"	QC	Active
02OA059	ANGLAIS (RIVIERE DES) A HOWICK	QC	Discontinued
02OA060	OUTARDES EST (RIVIERE AUX) PRES DE ANDERSONS CORNERS	QC	Discontinued
02OA061	OUTARDES EST (RIVIERE AUX) PRES DE LA RIVIERE AUX OUTARDES	QC	Discontinued
02OA062	TROUT (RIVIERE) A KELVINGROVE	QC	Discontinued
02OA065	MILLE ILES (RIVIERE DES) A SAINTE-ROSE	QC	Discontinued
02OA069	PRAIRIES (RIVIERE DES) A SAINTE-GENEVIEVE-DE-PIERREFONDS	QC	Discontinued
02OA072	PRAIRIES (RIVIERE DES) A LA CENTRALE DES PRAIRIES	QC	Discontinued
02OA075	PRAIRIES (RIVIERE DES) A SAINT-VINCENT DE PAUL	QC	Discontinued
02OA078	BELLE RIVIERE (LA) PRES DE LA RIVIERE DU CHENE	QC	Discontinued
02OA079	PETITE RIVIERE (LA) PRES DE LA RIVIERE DU CHENE	QC	Discontinued
02OA080	CHENE (RIVIERE DU) A LA FRESNIERE	QC	Discontinued
02OA081	CHENE (RIVIERE DU) PRES DE L'EMBOUCHURE	QC	Discontinued
02OA082	MASCOUCHE (RIVIERE) EN AVAL DE LA RIVIERE SAINT-PIERRE	QC	Discontinued
02OA083	MASCOUCHE (RIVIERE) PRES DE LA RIVIERE SAINT-PIERRE	QC	Discontinued
02OA085	NORTON (RUISSEAU) AU BARRAGE A SAINT-CLOTHILDE	QC	Discontinued
02OA087	CHATEAUGUAY (RIVIERE) PRES DE ATHELSTAN	QC	Discontinued
02OA088	MILLE-ILES (RIVIERE DES) AU BARRAGE DE TERREBONNE	QC	Active
02OA090	QUINCHIEN (RIVIERE) A DORION	QC	Discontinued
02OA091	RAQUETTE (RIVIERE A LA)	QC	Discontinued
02OA092	CHENE (RIVIERE DU)	QC	Discontinued
02OA094	MILLE ?LES (RIVI?RE DES) ? BARRAGE DU GRAND-MOULIN	QC	Active
02OA095	MILLE-?LES (RIVI?RE DES)  EN AVAL DU BARRAGE GRAND-MOULIN ? DEUX-MONTAGNES	QC	Active
02OA096	SAINT-LAURENT (FLEUVE) EN AVAL DE MONTREAL	QC	Discontinued
02OA102	DES MILLES-ILES (RIVIERE) A L'USINE DE POMPAGE A DEUX-MONTAGNES	QC	Active
02OA105	DEUX MONTAGNES (LAC DES) A POINTE-CALUMET	QC	Active
02OA107	OUTAOUAIS (RIVIERE DES) A TERRASSE-VAUDREUIL	QC	Active
02OA108	CH?TEAUGUAY (RIVI?RE) ? HUNTINGDON	QC	Active
02OB001	L'ASSOMPTION (RIVIERE) A SAINT-COME	QC	Discontinued
02OB002	L'ASSOMPTION (RIVIERE) A JOLIETTE NO.1	QC	Discontinued
02OB003	QUAREAU (RIVIERE) A RAWDON	QC	Discontinued
02OB004	L'ASSOMPTION (RIVIERE) A CHARLEMAGNE	QC	Discontinued
02OB006	L'ASSOMPTION (RIVIERE) A L'ASSOMPTION	QC	Discontinued
02OB007	L'ASSOMPTION (RIVIERE) A JOLIETTE NO.2	QC	Discontinued
02OB008	L'ASSOMPTION (RIVIERE) AU PONT-ROUTE 158 ? JOLIETTE	QC	Active
02OB009	SAINT-LAURENT (FLEUVE) A REPENTIGNY	QC	Discontinued
02OB011	SAINT-LAURENT (FLEUVE) A LANORAIE	QC	Active
02OB012	ACHIGAN (RIVIERE DE L') ECHELLE NO.1	QC	Discontinued
02OB013	ACHIGAN (RIVIERE DE L') ECHELLE NO.2	QC	Discontinued
02OB014	ACHIGAN (RIVIERE DE L') ECHELLE NO.3	QC	Discontinued
02OB016	OUAREAU (RIVIERE) A LA CENTRALE DE RAWDON	QC	Discontinued
02OB017	OUAREAU (RIVIERE) AUX CHUTES DORWIN	QC	Active
02OB018	ACHIGAN (LAC DE L')	QC	Discontinued
02OB019	OUAREAU (LAC)	QC	Discontinued
02OB020	ILES (LAC DES) A ENTRELACS	QC	Discontinued
02OB028	ARCHAMBAULT (LAC)	QC	Discontinued
02OB032	NOIRE (RIVIERE) A SAINTE EMELIE DE L'ENERGIE	QC	Active
02OB033	SAINT-ESPRIT (RIVIERE) PRES DE L'EPIPHANIE	QC	Discontinued
02OB034	ROUGE (RIVIERE)	QC	Discontinued
02OB035	"BEAUPORT (RIVIERE) ? 0,6 KM DE L'ACHIGAN"	QC	Discontinued
02OB036	ABERCROMBY (RIVIERE)	QC	Discontinued
02OB037	ACHIGAN (RIVIERE DE L') A L'EPIPHANIE	QC	Active
02OB038	SAINT-JOSEPH (RIVIERE)	QC	Discontinued
02OB040	POINT-DU-JOUR (RUISSEAU) A 4.0 KM DU RUISSEAU LAROCHELLE	QC	Discontinued
02OB045	CROCHE (LAC) A L'EXUTOIRE	QC	Discontinued
02OC001	LOUP (RIVIERE DU) PRES DE SAINT-PAULIN	QC	Discontinued
02OC002	MASKINONGE (RIVIERE) AU PONT DU C.N. PR?S DE SAINTE-URSULE	QC	Active
02OC003	SAINTE-PIERRE (LAC) A LOUISEVILLE	QC	Discontinued
02OC004	"LOUP (RIVIERE DU) ? 0,3 KM EN AVAL DU RUISSEAU CARUFEL"	QC	Active
02OC005	LOUP (RIVIERE DU) A LOUISEVILLE	QC	Discontinued
02OC006	MASKINONGE (RIVIERE) AU BARRAGE DE SAINT-DIDACE	QC	Active
02OC007	MASKINONGE (LAC) A SAINT GABRIEL DE BRANDON	QC	Active
02OC009	SACACOMIE (LAC)	QC	Discontinued
02OC010	SACACOMIE (RIVIERE) EN AVAL DU LAC SACACOMIE	QC	Discontinued
02OC011	SACACOMIE (DECHARGE DU LAC) EN AMONT DU LAC ROUGE	QC	Discontinued
02OC016	SAINT-PIERRE (LAC) AU CURB NO. 2	QC	Discontinued
02OC019	LOUP (RIVIERE DU) A LOUISEVILLE	QC	Discontinued
02OC021	MASTIGOUCHE (RIVIERE) EN AVAL DU LAC SAINTE-ROSE	QC	Active
02OD001	NICOLET SUD-OUEST (RIVIERE) PRES D'ASBESTOS	QC	Active
02OD003	"NICOLET (RIVIERE) ? 5,8 KM EN AVAL DE LA RIVIERE BULSTRODE"	QC	Active
02OD004	NICOLET SUD-OUEST (RIVIERE) A LA VISITATION	QC	Discontinued
02OD008	TROIS LACS (LES)	QC	Discontinued
02OD009	BEAUDET (RêSERVOIR) ? VICTORIAVILLE	QC	Active
02OD010	BULSTRODE (RIVIERE) A SAINT-VALERE-1	QC	Active
02OD011	BULSTRODE (RIVIERE) EN AMONT DE LA ROUTE NO. 116	QC	Discontinued
02OD012	BULSTRODE (RIVIERE) A SAINT-VALERE-3	QC	Discontinued
02OD013	NOIRE (RIVIERE) PRES DE LA RIVIERE BULSTRODE-1	QC	Discontinued
02OD014	NOIRE (RIVIERE) PRES DE LA RIVIERE BULSTRODE-2	QC	Discontinued
02OD015	NICOLET (RIVIERE) A LA SORTIE DU LAC NICOLET	QC	Discontinued
02OD017	DANVILLE (RIVIERE) EN AMONT DE LA ROUTE NO. 116	QC	Discontinued
02OD018	SAULTS (RIVIERE DES) PRES DE LA RIVIERE NICOLET SUD-OUEST	QC	Discontinued
02OD019	PATATE (RUISSEAU A) PRES DE LA RIVIERE NICOLET SUD-OUEST	QC	Discontinued
02OE001	"SAINT-FRANCOIS (RIVIERE) ? 0,6 KM EN AVAL DU BARRAGE JULES-ALLARD"	QC	Active
02OE003	SAINT-FRANCOIS (RIVIERE) PRES DE BISHOPTON	QC	Discontinued
02OE004	SAINT-FRANCOIS (RIVIERE) A ASCOT	QC	Discontinued
02OE005	SAINT-FRANCOIS (RIVIERE) A SHERBROOKE	QC	Active
02OE006	MAGOG (RIVIERE) A LA CENTRALE DE SHERBROOKE	QC	Discontinued
02OE007	SAINT-FRANCOIS (RIVIERE) A LA CENTRALE DE WESTBURY	QC	Discontinued
02OE009	COATICOOK (RIVIERE) EN AMONT DE LA CENTRALE DE COATICOOK	QC	Discontinued
02OE010	COATICOOK (RIVIERE) PRES DE NORTH-COATICOOK	QC	Discontinued
02OE011	NIGER (RIVIERE) A LA CENTRALE DE MASSAWAPPI	QC	Discontinued
02OE012	MEMPHREMAGOG (LAC) A MAGOG	QC	Active
02OE013	EATON (RIVIERE) PRES DE LA RIVIERE SAINT-FRANCOIS	QC	Discontinued
02OE015	LOVERING (LAC)	QC	Discontinued
02OE016	SAUMON (RIVIERE AU) PRES DE LA RIVIERE SAINT-FRANCOIS	QC	Discontinued
02OE017	SAINT-FRANCOIS (RIVIERE) A LA CENTRALE DE WEEDON	QC	Discontinued
02OE019	"MASSAWAPPI (RIVIERE) ? 1,6 KM EN AVAL DU LAC MASSAWIPPI"	QC	Active
02OE021	ASCOT (RIVIERE) EN AMONT DU RUISSEAU HASELTINE	QC	Discontinued
02OE022	"COATICOOK (RIVIERE) ? 1,3 KM EN AVAL DU PONT-ROUTE 143 ? WATERVILLE"	QC	Active
02OE024	SAINT-FRANCOIS (RIVIERE) AU RESERVOIR SAINT-FRANCOIS	QC	Active
02OE025	SAINT-FRANCOIS (RIVIERE) AU RESERVOIR AYLMER A WEEDON	QC	Active
02OE026	EATON (RIVIERE. PRES DE LA RIVIERE SAINT-FRANCOIS-1	QC	Discontinued
02OE027	EATON (RIVIERE) PRES DE LA RIVIERE SAINT-FRANCOIS-3	QC	Active
02OE028	ASCOT (RIVIERE) EN AMONT DE LA RIVIERE MOE	QC	Discontinued
02OE031	BLUETS (RIVIERE AUX) A LA ROUTE NO. 108	QC	Discontinued
02OE032	"SAUMON (RIVIERE AU) ? 1,9 KM EN AMONT DE LA MOFFAT"	QC	Active
02OE033	EATON (RIVIERE) A SAWYERVILLE	QC	Discontinued
02OE034	EATON (RIVIERE) EN AMONT DE LA RIVIERE CLIFTON	QC	Discontinued
02OE035	EATON (RIVIERE) EN AMONT DE LA RIVIERE EATON NORD	QC	Discontinued
02OE036	EATON NORD (RIVIERE) PRES DE LA RIVIERE EATON	QC	Discontinued
02OE037	EATON NORD (RIVIERE) EN AMONT DU RUISSEAU AU PIN-1	QC	Discontinued
02OE038	EATON NORD (RIVIERE) EN AMONT DU RUISSEAU AU PIN-2	QC	Discontinued
02OE040	COATICOOK (RIVIERE) EN AMONT DU PONT A WATERVILLE	QC	Active
02OE042	ASCOT (RIVIERE) PRES DU RUISSEAU HASELTINE	QC	Discontinued
02OE043	MASSAWIPPI (RIVIERE) PRES DE LA RIVIERE SAINT-FRANCOIS	QC	Discontinued
02OE045	MASSAWIPPI (LAC) A NORTH HATLEY	QC	Active
02OE050	BIRCHTON (RUISSEAU) PRES DE LA RIVIERE EATON	QC	Discontinued
02OE051	CLIFTON (RIVIERE) PRES DE LA RIVIERE EATON	QC	Discontinued
02OE054	TOMIFOBIA (RIVIERE) A BOYNTON	QC	Discontinued
02OE059	MAGOG (RIVIERE) A LA CENTRALE DE ROCK-FOREST	QC	Discontinued
02OE060	MAGOG (RIVIERE) A MAGOG	QC	Discontinued
02OE061	CANARD (RIVIERE AU) PRES DE WEEDON	QC	Discontinued
02OE062	"SAINT-FRANCOIS (RIVIERE) ? 0,5 KM EN AVAL DE LA CENTRALE WEEDON"	QC	Active
02OE066	LOUISE (LAC) ? WEEDON	QC	Active
02OE067	MONTAGNE (RUISSEAU DE LA) EN AMONT DE RIVIERE AU SAUMON	QC	Discontinued
02OE070	"SAINT-FRANCOIS (RIVIERE) ? 0,1 KM EN AVAL DU BARRAGE AYLMER"	QC	Active
02OE071	SAINT-FRANCOIS (RIVIERE) EN AVAL DU RESERVOIR AYLMER-2	QC	Discontinued
02OE072	AYLMER (LAC ) AU QUAI DE LA MUNICAPALITê DE STRATFORD	QC	Active
02OE073	LYSTER (LAC) AU BARRAGE ? COATICOOK	QC	Active
02OF001	SAINT-FRANCOIS (RIVIERE) A RICHMOND-1	QC	Discontinued
02OF002	SAINT-FRANCOIS (RIVIERE) A LA CENTRALE DE HEMMING-FALLS	QC	Discontinued
02OF003	SAUMON (RIVIERE AU) PRES DE LA RIVIERE SAINT-FRANCOIS	QC	Discontinued
02OF004	SAINT-FRANCOIS (RIVIERE) A WINDSOR	QC	Discontinued
02OF006	WATOPEKA (RIVIERE) PRES DE LA RIVIERE SAINT-FRANCOIS	QC	Discontinued
02OF008	WATOPEKA (RIVIERE) AU RESERVOIR DE WINDSOR	QC	Discontinued
02OF009	SAINT-FRANCOIS (RIVIERE) A BROMPTONVILLE	QC	Discontinued
02OF010	SAINT-FRANCOIS (RIVIERE) AU BARRAGE LAROCQUE	QC	Discontinued
02OF014	SAINT-FRANCOIS (RIVIERE) A DRUMMONDVILLE	QC	Discontinued
02OF015	BROMPTON (LAC)  ? SAINT-DENIS-DE-BROMPTON	QC	Active
02OF019	SAINT-FRANCOIS (RIVIERE) A LA CENTRALE DE DRUMMONDVILLE	QC	Discontinued
02OF020	SAINT-GERMAIN (RIVIERE) AU PONT-ROUTE 122 ? DRUMMONDVILLE	QC	Discontinued
02OF021	CLEF (RUISSEAU DE LA) PRES DE LA RIVIERE SAINT-FRANCOIS-1	QC	Discontinued
02OF023	STUKELY (LAC) ? ORFORD	QC	Active
02OF027	STOKE (RIVIERE) A STOKE	QC	Discontinued
02OF028	CLEF (RUISSEAU DE LA) PRES DE LA RIVIERE SAINT-FRANCOIS-2	QC	Discontinued
02OF029	SAINT-GERMAIN (RIVIERE) PRES DE DRUMMONDVILLE	QC	Discontinued
02OG001	YAMASKA (RIVIERE) EN AVAL DU LAC BROME	QC	Discontinued
02OG002	YAMASKA (RIVIERE) ? FARNHAM	QC	Active
02OG005	YAMASKA (RIVIERE)	QC	Discontinued
